name,country,tournament_year,position
Wim Jansen,Netherlands,1974,defender
Theo de Jong,Netherlands,1974,midfielder
Jan Jongbloed,Netherlands,1974,goal keeper
Piet Keizer,Netherlands,1974,forward
René van de Kerkhof,Netherlands,1974,midfielder
Willy van de Kerkhof,Netherlands,1974,midfielder
Ruud Krol,Netherlands,1974,defender
Johan Neeskens,Netherlands,1974,midfielder
Johan Cruyff,Netherlands,1974,midfielder
Rob Rensenbrink,Netherlands,1974,forward
Johnny Rep,Netherlands,1974,forward
Wim Rijsbergen,Netherlands,1974,defender
Piet Schrijvers,Netherlands,1974,goal keeper
Pleun Strik,Netherlands,1974,defender
Wim Suurbier,Netherlands,1974,defender
Eddy Treijtel,Netherlands,1974,goal keeper
Harry Vos,Netherlands,1974,defender
Andrzej Fischer,Poland,1974,goal keeper
Jan Tomaszewski,Poland,1974,goal keeper
Zygmunt Kalinowski,Poland,1974,goal keeper
Antoni Szymanowski,Poland,1974,defender
Zbigniew Gut,Poland,1974,defender
Jerzy Gorgoń,Poland,1974,defender
Henryk Wieczorek,Poland,1974,midfielder
Mirosław Bulzacki,Poland,1974,defender
Władysław Żmuda,Poland,1974,defender
Adam Musiał,Poland,1974,defender
Lesław Ćmikiewicz,Poland,1974,midfielder
Kazimierz Deyna,Poland,1974,midfielder
Henryk Kasperczak,Poland,1974,midfielder
Zygmunt Maszczyk,Poland,1974,midfielder
Roman Jakóbczak,Poland,1974,forward
Grzegorz Lato,Poland,1974,forward
Andrzej Szarmach,Poland,1974,forward
Robert Gadocha,Poland,1974,forward
Jan Domarski,Poland,1974,forward
Zdzisław Kapka,Poland,1974,forward
Kazimierz Kmiecik,Poland,1974,forward
Marek Kusto,Poland,1974,forward
David Harvey,Scotland,1974,goal keeper
Sandy Jardine,Scotland,1974,defender
Danny McGrain,Scotland,1974,defender
Billy Bremner,Scotland,1974,midfielder
Jim Holton,Scotland,1974,defender
John Blackley,Scotland,1974,defender
Jimmy Johnstone,Scotland,1974,midfielder
Kenny Dalglish,Scotland,1974,forward
Joe Jordan,Scotland,1974,forward
David Hay,Scotland,1974,midfielder
Peter Lorimer,Scotland,1974,forward
Thomson Allan,Scotland,1974,goal keeper
Jim Stewart,Scotland,1974,goal keeper
Martin Buchan,Scotland,1974,defender
Peter Cormack,Scotland,1974,midfielder
Willie Donachie,Scotland,1974,defender
Donald Ford,Scotland,1974,midfielder
Tommy Hutchison,Scotland,1974,midfielder
Denis Law,Scotland,1974,forward
Willie Morgan,Scotland,1974,forward
Gordon McQueen,Scotland,1974,defender
Erich Schaedler,Scotland,1974,defender
Ronnie Hellström,Sweden,1974,goal keeper
Jan Olsson,Sweden,1974,defender
Kent Karlsson,Sweden,1974,defender
Björn Nordqvist,Sweden,1974,defender
Björn Andersson,Sweden,1974,defender
Ove Grahn,Sweden,1974,midfielder
Bo Larsson,Sweden,1974,midfielder
Conny Torstensson,Sweden,1974,midfielder
Ove Kindvall,Sweden,1974,forward
Ralf Edström,Sweden,1974,forward
Roland Sandberg,Sweden,1974,forward
Sven-Gunnar Larsson,Sweden,1974,goal keeper
Roland Grip,Sweden,1974,defender
Staffan Tapper,Sweden,1974,midfielder
Benno Magnusson,Sweden,1974,midfielder
Inge Ejderstedt,Sweden,1974,midfielder
Göran Hagberg,Sweden,1974,goal keeper
Jörgen Augustsson,Sweden,1974,defender
Claes Cronqvist,Sweden,1974,midfielder
Sven Lindman,Sweden,1974,midfielder
Örjan Persson,Sweden,1974,midfielder
Thomas Ahlström,Sweden,1974,midfielder
Ladislao Mazurkiewicz,Uruguay,1974,goal keeper
Baudilio Jáuregui,Uruguay,1974,defender
Juan Carlos Masnik,Uruguay,1974,defender
Pablo Forlán,Uruguay,1974,defender
Julio Montero Castillo,Uruguay,1974,defender
Ricardo Pavoni,Uruguay,1974,defender
Luis Cubilla,Uruguay,1974,midfielder
Víctor Espárrago,Uruguay,1974,midfielder
Fernando Morena,Uruguay,1974,forward
Pedro Rocha,Uruguay,1974,midfielder
Rubén Corbo,Uruguay,1974,forward
Héctor Santos,Uruguay,1974,goal keeper
Gustavo de Simone,Uruguay,1974,defender
Luis Garisto,Uruguay,1974,defender
Mario González,Uruguay,1974,defender
Alberto Cardaccio,Uruguay,1974,midfielder
Julio César Jiménez,Uruguay,1974,midfielder
Walter Mantegazza,Uruguay,1974,midfielder
Denis Milar,Uruguay,1974,forward
Juan Silva,Uruguay,1974,forward
José Gómez,Uruguay,1974,forward
Gustavo Fernández,Uruguay,1974,goal keeper
Sepp Maier,Germany,1974,goal keeper
Berti Vogts,Germany,1974,defender
Paul Breitner,Germany,1974,defender
Hans-Georg Schwarzenbeck,Germany,1974,defender
Franz Beckenbauer,Germany,1974,defender
Horst-Dieter Höttges,Germany,1974,defender
Herbert Wimmer,Germany,1974,midfielder
Bernhard Cullmann,Germany,1974,midfielder
Jürgen Grabowski,Germany,1974,forward
Günter Netzer,Germany,1974,midfielder
Jupp Heynckes,Germany,1974,forward
Wolfgang Overath,Germany,1974,midfielder
Gerd Müller,Germany,1974,forward
Uli Hoeneß,Germany,1974,forward
Heinz Flohe,Germany,1974,midfielder
Rainer Bonhof,Germany,1974,midfielder
Bernd Hölzenbein,Germany,1974,forward
Dieter Herzog,Germany,1974,midfielder
Jupp Kapellmann,Germany,1974,defender
Helmut Kremers,Germany,1974,defender
Norbert Nigbur,Germany,1974,goal keeper
Wolfgang Kleff,Germany,1974,goal keeper
Enver Marić,Serbia,1974,goal keeper
Ivan Buljan,Serbia,1974,defender
Enver Hadžiabdić,Serbia,1974,defender
Dražen Mužinić,Serbia,1974,midfielder
Josip Katalinski,Serbia,1974,defender
Vladislav Bogićević,Serbia,1974,midfielder
Ilija Petković,Serbia,1974,forward
Branko Oblak,Serbia,1974,midfielder
Ivica Šurjak,Serbia,1974,forward
Jovan Aćimović,Serbia,1974,midfielder
Dragan Džajić,Serbia,1974,forward
Jurica Jerković,Serbia,1974,midfielder
Miroslav Pavlović,Serbia,1974,midfielder
Luka Peruzović,Serbia,1974,defender
Kiril Dojčinovski,Serbia,1974,defender
Franjo Vladić,Serbia,1974,midfielder
Danilo Popivoda,Serbia,1974,forward
Stanislav Karasi,Serbia,1974,forward
Dušan Bajević,Serbia,1974,forward
Vladimir Petrović,Serbia,1974,forward
Ognjen Petrović,Serbia,1974,goal keeper
Rizah Mešković,Serbia,1974,goal keeper
Kazadi Mwamba,Democratic Republic of the Congo,1974,goal keeper
Mwepu Ilunga,Democratic Republic of the Congo,1974,defender
Mwanza Mukombo,Democratic Republic of the Congo,1974,defender
Bwanga Tshimen,Democratic Republic of the Congo,1974,defender
Lobilo Boba,Democratic Republic of the Congo,1974,defender
Kilasu Massamba,Democratic Republic of the Congo,1974,midfielder
Martin Kamunda Tshinabu,Democratic Republic of the Congo,1974,midfielder
Mana Mamuwene,Democratic Republic of the Congo,1974,midfielder
Jean Kembo Uba-Kembo,Democratic Republic of the Congo,1974,midfielder
Kidumu Mantantu,Democratic Republic of the Congo,1974,midfielder
Kabasu Babo,Democratic Republic of the Congo,1974,defender
Tubilandu Ndimbi,Democratic Republic of the Congo,1974,goal keeper
Ndaye Mulamba,Democratic Republic of the Congo,1974,midfielder
Mayanga Maku,Democratic Republic of the Congo,1974,forward
Kibonge Mafu,Democratic Republic of the Congo,1974,midfielder
Mwape Mialo,Democratic Republic of the Congo,1974,defender
Kafula Ngoie,Democratic Republic of the Congo,1974,midfielder
Mavuba Mafuila,Democratic Republic of the Congo,1974,forward
Mbungu Ekofa,Democratic Republic of the Congo,1974,forward
Jean Kalala N'Tumba,Democratic Republic of the Congo,1974,forward
Kakoko Etepe,Democratic Republic of the Congo,1974,forward
Kalambay Otepa,Democratic Republic of the Congo,1974,goal keeper
Norberto Alonso,Argentina,1978,midfielder
Osvaldo Ardiles,Argentina,1978,midfielder
Héctor Baley,Argentina,1978,goal keeper
Daniel Bertoni,Argentina,1978,forward
Ubaldo Fillol,Argentina,1978,goal keeper
Américo Gallego,Argentina,1978,midfielder
Luis Galván,Argentina,1978,defender
Rubén Galván,Argentina,1978,midfielder
René Houseman,Argentina,1978,forward
Mario Kempes,Argentina,1978,forward
Daniel Killer,Argentina,1978,defender
Omar Larrosa,Argentina,1978,midfielder
Ricardo La Volpe,Argentina,1978,goal keeper
Leopoldo Luque,Argentina,1978,forward
Jorge Olguín,Argentina,1978,defender
Oscar Ortiz,Argentina,1978,forward
Miguel Oviedo,Argentina,1978,midfielder
Rubén Pagnanini,Argentina,1978,defender
Daniel Passarella,Argentina,1978,defender
Alberto Tarantini,Argentina,1978,defender
José Daniel Valencia,Argentina,1978,midfielder
Ricardo Villa,Argentina,1978,midfielder
Friedrich Koncilia,Austria,1978,goal keeper
Robert Sara,Austria,1978,defender
Erich Obermayer,Austria,1978,defender
Gerhard Breitenberger,Austria,1978,defender
Bruno Pezzey,Austria,1978,defender
Roland Hattenberger,Austria,1978,midfielder
Josef Hickersberger,Austria,1978,midfielder
Herbert Prohaska,Austria,1978,midfielder
Hans Krankl,Austria,1978,forward
Wilhelm Kreuz,Austria,1978,forward
Kurt Jara,Austria,1978,midfielder
Eduard Krieger,Austria,1978,midfielder
Günther Happich,Austria,1978,midfielder
Heinrich Strasser,Austria,1978,defender
Heribert Weber,Austria,1978,defender
Peter Persidis,Austria,1978,defender
Franz Oberacher,Austria,1978,forward
Walter Schachner,Austria,1978,forward
Hans Pirkner,Austria,1978,forward
Ernst Baumeister,Austria,1978,midfielder
Erwin Fuchsbichler,Austria,1978,goal keeper
Hubert Baumgartner,Austria,1978,goal keeper
not applicable Leão,Brazil,1978,goal keeper
not applicable Toninho,Brazil,1978,defender
not applicable Oscar,Brazil,1978,defender
not applicable Amaral,Brazil,1978,defender
Toninho Cerezo,Brazil,1978,midfielder
not applicable Edinho,Brazil,1978,defender
not applicable Zé Sérgio,Brazil,1978,forward
not applicable Zico,Brazil,1978,midfielder
not applicable Reinaldo,Brazil,1978,forward
not applicable Rivellino,Brazil,1978,forward
not applicable Dirceu,Brazil,1978,midfielder
not applicable Carlos,Brazil,1978,goal keeper
not applicable Nelinho,Brazil,1978,defender
not applicable Abel,Brazil,1978,defender
not applicable Polozzi,Brazil,1978,defender
Rodrigues Neto,Brazil,1978,defender
not applicable Batista,Brazil,1978,midfielder
not applicable Gil,Brazil,1978,forward
Jorge Mendonça,Brazil,1978,forward
Roberto Dinamite,Brazil,1978,forward
not applicable Chicão,Brazil,1978,midfielder
Waldir Peres,Brazil,1978,goal keeper
Dominique Baratelli,France,1978,goal keeper
Patrick Battiston,France,1978,defender
Maxime Bossis,France,1978,defender
Gérard Janvion,France,1978,defender
François Bracci,France,1978,defender
Christian Lopez,France,1978,defender
Patrice Rio,France,1978,defender
Marius Trésor,France,1978,defender
Dominique Bathenay,France,1978,midfielder
Jean-Marc Guillou,France,1978,midfielder
Henri Michel,France,1978,midfielder
Claude Papi,France,1978,midfielder
Jean Petit,France,1978,midfielder
Marc Berdoll,France,1978,forward
Michel Platini,France,1978,midfielder
Christian Dalger,France,1978,forward
Bernard Lacombe,France,1978,forward
Dominique Rocheteau,France,1978,midfielder
Didier Six,France,1978,midfielder
Olivier Rouyer,France,1978,forward
Jean-Paul Bertrand-Demanes,France,1978,goal keeper
Dominique Dropsy,France,1978,goal keeper
Sándor Gujdár,Hungary,1978,goal keeper
Péter Török,Hungary,1978,defender
István Kocsis,Hungary,1978,defender
József Tóth,Hungary,1978,midfielder
Sándor Zombori,Hungary,1978,midfielder
Zoltán Kereki,Hungary,1978,defender
László Fazekas,Hungary,1978,forward
Tibor Nyilasi,Hungary,1978,forward
András Törőcsik,Hungary,1978,forward
Sándor Pintér,Hungary,1978,midfielder
Béla Várady,Hungary,1978,forward
Győző Martos,Hungary,1978,defender
Károly Csapó,Hungary,1978,midfielder
László Bálint,Hungary,1978,defender
Tibor Rab,Hungary,1978,defender
István Halász,Hungary,1978,midfielder
László Pusztai,Hungary,1978,forward
László Nagy,Hungary,1978,midfielder
András Tóth,Hungary,1978,forward
Ferenc Fülöp,Hungary,1978,midfielder
Ferenc Mészáros,Hungary,1978,goal keeper
László Kovács,Hungary,1978,goal keeper
Nasser Hejazi,Iran,1978,goal keeper
Iraj Danaeifard,Iran,1978,midfielder
Behtash Fariba,Iran,1978,forward
Majid Bishkar,Iran,1978,forward
Javad Allahverdi,Iran,1978,defender
Hassan Nayebagha,Iran,1978,midfielder
Ali Parvin,Iran,1978,midfielder
Ebrahim Ghasempour,Iran,1978,midfielder
Mohammad Sadeghi,Iran,1978,midfielder
Hassan Roshan,Iran,1978,forward
Ali Reza Ghesghayan,Iran,1978,defender
Bahram Mavaddat,Iran,1978,goal keeper
Hamid Majd Teymouri,Iran,1978,forward
Hassan Nazari,Iran,1978,defender
Andranik Eskandarian,Iran,1978,defender
Nasser Nouraei,Iran,1978,forward
Ghafour Jahani,Iran,1978,forward
Hossein Faraki,Iran,1978,forward
Ali Shojaei,Iran,1978,midfielder
Nasrollah Abdollahi,Iran,1978,defender
Hossein Kazerani,Iran,1978,defender
Rasoul Korbekandi,Iran,1978,goal keeper
Dino Zoff,Italy,1978,goal keeper
Mauro Bellugi,Italy,1978,defender
Antonio Cabrini,Italy,1978,defender
Antonello Cuccureddu,Italy,1978,defender
Claudio Gentile,Italy,1978,defender
Aldo Maldera,Italy,1978,defender
Lionello Manfredonia,Italy,1978,defender
Gaetano Scirea,Italy,1978,defender
Giancarlo Antognoni,Italy,1978,midfielder
Romeo Benetti,Italy,1978,midfielder
Eraldo Pecci,Italy,1978,midfielder
Paolo Conti,Italy,1978,goal keeper
Patrizio Sala,Italy,1978,midfielder
Marco Tardelli,Italy,1978,midfielder
Renato Zaccarelli,Italy,1978,midfielder
Franco Causio,Italy,1978,midfielder
Claudio Sala,Italy,1978,midfielder
Roberto Bettega,Italy,1978,forward
Francesco Graziani,Italy,1978,forward
Paolo Pulici,Italy,1978,forward
Paolo Rossi,Italy,1978,forward
Ivano Bordon,Italy,1978,goal keeper
José Pilar Reyes,Mexico,1978,goal keeper
Manuel Nájera,Mexico,1978,defender
Alfredo Tena,Mexico,1978,defender
Eduardo Ramos,Mexico,1978,defender
Arturo Vázquez Ayala,Mexico,1978,defender
Guillermo Mendizábal,Mexico,1978,midfielder
Antonio de la Torre,Mexico,1978,midfielder
Enrique López Zarza,Mexico,1978,midfielder
Víctor Rangel,Mexico,1978,forward
Cristóbal Ortega,Mexico,1978,forward
Hugo Sánchez,Mexico,1978,forward
Jesús Martínez,Mexico,1978,defender
Rigoberto Cisneros,Mexico,1978,defender
Carlos Gómez,Mexico,1978,defender
Ignacio Flores Ocaranza,Mexico,1978,defender
Javier Cárdenas,Mexico,1978,midfielder
Leonardo Cuéllar,Mexico,1978,midfielder
Gerardo Lugo,Mexico,1978,midfielder
Hugo René Rodríguez,Mexico,1978,forward
Mario Medina,Mexico,1978,forward
Raúl Isiordia,Mexico,1978,forward
Pedro Soto,Mexico,1978,goal keeper
Piet Schrijvers,Netherlands,1978,goal keeper
Jan Poortvliet,Netherlands,1978,defender
Dick Schoenaker,Netherlands,1978,midfielder
Adrie van Kraay,Netherlands,1978,defender
Ruud Krol,Netherlands,1978,defender
Wim Jansen,Netherlands,1978,midfielder
Piet Wildschut,Netherlands,1978,defender
Jan Jongbloed,Netherlands,1978,goal keeper
Arie Haan,Netherlands,1978,midfielder
René van de Kerkhof,Netherlands,1978,midfielder
Willy van de Kerkhof,Netherlands,1978,midfielder
Rob Rensenbrink,Netherlands,1978,forward
Johan Neeskens,Netherlands,1978,midfielder
Johan Boskamp,Netherlands,1978,midfielder
Hugo Hovenkamp,Netherlands,1978,defender
Johnny Rep,Netherlands,1978,forward
Wim Rijsbergen,Netherlands,1978,defender
Dick Nanninga,Netherlands,1978,forward
Pim Doesburg,Netherlands,1978,goal keeper
Wim Suurbier,Netherlands,1978,defender
Harry Lubse,Netherlands,1978,forward
Ernie Brandts,Netherlands,1978,defender
Ottorino Sartor,Peru,1978,goal keeper
Jaime Duarte,Peru,1978,defender
Rodolfo Manzo,Peru,1978,defender
Héctor Chumpitaz,Peru,1978,defender
Rubén Toribio Díaz,Peru,1978,defender
José Velásquez,Peru,1978,midfielder
Juan Muñante,Peru,1978,forward
César Cueto,Peru,1978,midfielder
Percy Rojas,Peru,1978,midfielder
Teófilo Cubillas,Peru,1978,midfielder
Carlos Juan Oblitas,Peru,1978,forward
Roberto Mosquera,Peru,1978,forward
Juan Cáceres,Peru,1978,goal keeper
José Navarro,Peru,1978,defender
Germán Leguía,Peru,1978,midfielder
Raúl Gorriti,Peru,1978,midfielder
Alfredo Quesada,Peru,1978,midfielder
Ernesto Labarthe,Peru,1978,midfielder
Guillermo La Rosa,Peru,1978,forward
Hugo Sotil,Peru,1978,forward
Ramón Quiroga,Peru,1978,goal keeper
Roberto Rojas,Peru,1978,defender
Jan Tomaszewski,Poland,1978,goal keeper
Włodzimierz Mazur,Poland,1978,forward
Henryk Maculewicz,Poland,1978,defender
Antoni Szymanowski,Poland,1978,defender
Adam Nawałka,Poland,1978,midfielder
Jerzy Gorgoń,Poland,1978,defender
Andrzej Iwan,Poland,1978,forward
Henryk Kasperczak,Poland,1978,midfielder
Władysław Żmuda,Poland,1978,defender
Wojciech Rudy,Poland,1978,defender
Bohdan Masztaler,Poland,1978,midfielder
Kazimierz Deyna,Poland,1978,midfielder
Janusz Kupcewicz,Poland,1978,defender
Mirosław Justek,Poland,1978,defender
Marek Kusto,Poland,1978,midfielder
Grzegorz Lato,Poland,1978,forward
Andrzej Szarmach,Poland,1978,forward
Zbigniew Boniek,Poland,1978,midfielder
Włodzimierz Lubański,Poland,1978,forward
Roman Wójcicki,Poland,1978,defender
Zygmunt Kukla,Poland,1978,goal keeper
Zdzisław Kostrzewa,Poland,1978,goal keeper
Alan Rough,Scotland,1978,goal keeper
Sandy Jardine,Scotland,1978,defender
Willie Donachie,Scotland,1978,defender
Martin Buchan,Scotland,1978,defender
Gordon McQueen,Scotland,1978,defender
Bruce Rioch,Scotland,1978,midfielder
Don Masson,Scotland,1978,midfielder
Kenny Dalglish,Scotland,1978,forward
Joe Jordan,Scotland,1978,forward
Asa Hartford,Scotland,1978,midfielder
Willie Johnston,Scotland,1978,midfielder
Jim Blyth,Scotland,1978,goal keeper
Stuart Kennedy,Scotland,1978,defender
Tom Forsyth,Scotland,1978,defender
Archie Gemmill,Scotland,1978,midfielder
Lou Macari,Scotland,1978,forward
Derek Johnstone,Scotland,1978,forward
Graeme Souness,Scotland,1978,midfielder
John Robertson,Scotland,1978,forward
Bobby Clark,Scotland,1978,goal keeper
Joe Harper,Scotland,1978,forward
Kenny Burns,Scotland,1978,defender
Luis Arconada,Spain,1978,goal keeper
Antonio de la Cruz,Spain,1978,defender
Francisco Javier Uría,Spain,1978,defender
Juan Manuel Asensi,Spain,1978,midfielder
not applicable Migueli,Spain,1978,defender
Antonio Biosca,Spain,1978,defender
not applicable Dani,Spain,1978,forward
not applicable Juanito,Spain,1978,forward
not applicable Quini,Spain,1978,forward
not applicable Santillana,Spain,1978,forward
Julio Cardeñosa,Spain,1978,midfielder
Antonio Guzmán,Spain,1978,midfielder
Miguel Ángel,Spain,1978,goal keeper
Eugenio Leal,Spain,1978,midfielder
not applicable Marañón,Spain,1978,forward
Antonio Olmo,Spain,1978,defender
not applicable Marcelino,Spain,1978,defender
not applicable Pirri,Spain,1978,defender
Carles Rexach,Spain,1978,midfielder
Rubén Cano,Spain,1978,forward
Isidoro San José,Spain,1978,defender
not applicable Urruti,Spain,1978,goal keeper
Ronnie Hellström,Sweden,1978,goal keeper
Hasse Borg,Sweden,1978,defender
Roy Andersson,Sweden,1978,defender
Björn Nordqvist,Sweden,1978,midfielder
Ingemar Erlandsson,Sweden,1978,defender
Staffan Tapper,Sweden,1978,midfielder
Anders Linderoth,Sweden,1978,midfielder
Bo Larsson,Sweden,1978,forward
Lennart Larsson,Sweden,1978,midfielder
Thomas Sjöberg,Sweden,1978,forward
Benny Wendt,Sweden,1978,forward
Göran Hagberg,Sweden,1978,goal keeper
Magnus Andersson,Sweden,1978,defender
Ronald Åhman,Sweden,1978,midfielder
Torbjörn Nilsson,Sweden,1978,forward
Conny Torstensson,Sweden,1978,forward
Jan Möller,Sweden,1978,goal keeper
Olle Nordin,Sweden,1978,midfielder
Kent Karlsson,Sweden,1978,defender
Roland Andersson,Sweden,1978,defender
Sanny Åslund,Sweden,1978,forward
Ralf Edström,Sweden,1978,forward
Sadok Sassi,Tunisia,1978,goal keeper
Mokhtar Dhouib,Tunisia,1978,defender
Ali Kaabi,Tunisia,1978,defender
Khaled Gasmi,Tunisia,1978,midfielder
Mohsen Labidi,Tunisia,1978,defender
Néjib Ghommidh,Tunisia,1978,midfielder
Témime Lahzami,Tunisia,1978,forward
Hamadi Agrebi,Tunisia,1978,midfielder
Mohamed Akid,Tunisia,1978,forward
Tarak Dhiab,Tunisia,1978,midfielder
Abderraouf Ben Aziza,Tunisia,1978,forward
Khemais Labidi,Tunisia,1978,midfielder
Néjib Limam,Tunisia,1978,forward
Slah Karoui,Tunisia,1978,forward
Mohamed Ben Mouza,Tunisia,1978,forward
Ohman Chehaibi,Tunisia,1978,forward
Ridha El Louze,Tunisia,1978,defender
Kamel Chebli,Tunisia,1978,defender
